file_name,objects,original_height,original_width,emotions
11_Meeting_Meeting_11_Meeting_Meeting_11_284.jpg,"{'bbox': [[58.34627329192546, 28.1055900621118, 1.9798136645962785, 4.347826086956516], [24.57298136645963, 33.54037267080746, 3.8431677018633543, 9.316770186335397], [71.50621118012423, 31.521739130434785, 3.1444099378881987, 4.968944099378877], [9.666149068322982, 43.7888198757764, 6.754658385093167, 9.937888198757761], [16.77018633540373, 36.18012422360248, 4.309006211180122, 8.38509316770186], [86.87888198757764, 38.50931677018634, 4.076086956521735, 11.335403726708073]], 'categories': ['Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral']}",768,1024,"['Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral']"
11_Meeting_Meeting_11_Meeting_Meeting_11_907.jpg,"{'bbox': [[22.236314428471246, 9.67741935483871, 7.916593618513325, 12.90322580645161], [15.251084765077138, 49.36886395511921, 8.731537079242635, 15.56802244039271], [34.80972782258064, 11.640953716690042, 6.053865708274898, 10.799438990182328], [44.8218903401122, 34.78260869565217, 7.683752629733526, 11.07994389901824], [60.771498071528754, 33.80084151472651, 6.868809169004209, 10.518934081346423], [78.11815173562412, 34.081346423562415, 6.752388674614295, 10.659186535764377], [44.82686765581675, 18.17200023415371, 3.2724865958948968, 7.705568437991673], [52.31526190716341, 36.083661725131094, 4.8571229623672, 9.752341006792179]], 'categories': ['Happy', 'Happy', 'Happy', 'Happy', 'Happy', 'Happy', 'Happy', 'Happy']}",850,1024,"['Happy', 'Happy', 'Happy', 'Happy', 'Happy', 'Happy', 'Happy', 'Happy']"
11_Meeting_Meeting_11_Meeting_Meeting_11_91.jpg,"{'bbox': [[41.45962732919255, 33.69565217391305, 5.357142857142854, 10.09316770186335], [57.64751552795031, 29.037267080745345, 3.843167701863358, 5.590062111801238], [28.532608695652172, 31.987577639751553, 3.843167701863358, 9.3167701863354], [15.372670807453417, 41.92546583850932, 5.706521739130434, 11.80124223602484], [8.385093167701864, 30.900621118012424, 4.891304347826088, 9.472049689440993], [74.53416149068323, 30.59006211180124, 3.2608695652173907, 7.60869565217391], [48.89563972345969, 27.226461280414586, 5.196778713994384, 7.347169905992072], [82.29726291041109, 28.134284761969607, 4.793580365494819, 8.302899324657698], [88.47963758740441, 29.328946535301654, 4.390382016995261, 6.331707398659816], [65.76613062192895, 29.747078155967866, 5.42077779649415, 8.95996329999031], [11.73755192298732, 28.432950205302614, 5.420777796494145, 7.645835349325079], [20.8319146724775, 24.96843106263969, 4.121583117995545, 5.8538426893270135]], 'categories': ['Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral']}",768,1024,"['Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral']"
12_Group_Group_12_Group_Group_12_1026.jpg,"{'bbox': [[35.1528384279476, 27.34730542750644, 3.493449781659386, 9.951472760170574], [28.864628820960696, 21.97874775425652, 3.3187772925764136, 6.15420025957917], [84.93449781659388, 32.71586310075635, 3.4934497816593786, 8.511128018566929], [10.174672489082969, 24.990377668518672, 3.580786026200876, 10.344294053335208], [51.65938864628821, 21.58592646109189, 4.541484716157207, 11.78463879493884]], 'categories': ['Neutral', 'Neutral', 'Surprise', 'Neutral', 'Neutral']}",683,1024,"['Neutral', 'Neutral', 'Surprise', 'Neutral', 'Neutral']"
12_Group_Group_12_Group_Group_12_124.jpg,"{'bbox': [[31.810491857394368, 57.27699530516433, 12.53140588321596, 20.070422535211257], [13.495360181924882, 49.29577464788733, 14.170128191021126, 16.666666666666657], [18.507922535211268, 33.098591549295776, 16.001641358568076, 14.906103286384976], [28.147465522300468, 19.131455399061036, 16.772804797535212, 15.492957746478869], [46.944574347124416, 21.71361502347418, 9.446752127347409, 16.314553990610325], [59.86156194982394, 22.417840375586852, 11.278265294894382, 18.07511737089202], [68.72994149794602, 36.38497652582159, 15.616059639084497, 17.957746478873247], [62.07865683685441, 55.98591549295774, 18.411527105340358, 17.840375586854467], [55.04179045627936, 82.04225352112672, 15.037687059859103, 16.431924882629083]], 'categories': ['Happy', 'Happy', 'Happy', 'Happy', 'Happy', 'Happy', 'Happy', 'Happy', 'Happy']}",841,1024,"['Happy', 'Happy', 'Happy', 'Happy', 'Happy', 'Happy', 'Happy', 'Happy', 'Happy']"
12_Group_Group_12_Group_Group_12_141.jpg,"{'bbox': [[15.845070422535212, 15.140845070422534, 9.154929577464788, 9.389671361502346], [36.61971830985916, 14.788732394366196, 6.924882629107977, 9.272300469483568], [55.98591549295775, 15.258215962441316, 7.629107981220649, 13.96713615023474], [77.8169014084507, 13.96713615023474, 7.27699530516432, 12.676056338028172]], 'categories': ['Neutral', 'Happy', 'Happy', 'Angry']}",1024,1024,"['Neutral', 'Happy', 'Happy', 'Angry']"
12_Group_Group_12_Group_Group_12_238.jpg,"{'bbox': [[24.075704225352098, 20.833333333333325, 15.316901408450711, 27.230046948356804], [41.50528169014083, 17.077464788732385, 14.70070422535212, 27.93427230046948], [68.00176056338026, 18.720657276995297, 15.316901408450718, 30.516431924882625]], 'categories': ['Happy', 'Happy', 'Happy']}",768,1024,"['Happy', 'Happy', 'Happy']"
12_Group_Group_12_Group_Group_12_285.jpg,"{'bbox': [[9.55105633802816, 25.880281690140837, 5.2816901408450665, 7.394366197183093], [18.441901408450693, 28.3450704225352, 3.9612676056338003, 6.9248826291079775], [10.079225352112665, 35.62206572769952, 4.841549295774646, 7.27699530516432], [20.906690140845058, 35.035211267605625, 5.017605633802823, 6.103286384976521], [28.389084507042245, 30.927230046948345, 3.169014084507033, 5.985915492957744], [31.998239436619713, 33.86150234741783, 3.609154929577457, 7.863849765258209], [36.663732394366185, 29.753521126760557, 4.401408450704231, 8.920187793427228], [54.97359154929574, 29.870892018779326, 4.577464788732392, 7.863849765258216], [42.56161971830984, 35.50469483568074, 4.753521126760575, 7.9812206572769995], [47.84330985915492, 29.04929577464788, 3.5211267605633836, 8.568075117370881], [53.6531690140845, 39.96478873239436, 5.281690140845065, 8.920187793427225], [64.39260563380282, 39.37793427230046, 3.3450704225352013, 8.450704225352112], [61.48767605633802, 31.983568075117358, 4.841549295774641, 6.338028169014084], [69.23415492957746, 30.692488262910793, 4.929577464788736, 7.51173708920188], [73.72359154929576, 38.438967136150225, 3.5211267605633907, 6.57276995305164], [77.68485915492957, 31.396713615023465, 3.785211267605618, 7.863849765258216], [84.28697183098588, 33.9788732394366, 3.609154929577457, 8.098591549295776], [89.21654929577464, 29.753521126760557, 4.489436619718305, 6.572769953051637]], 'categories': ['Happy', 'Neutral', 'Surprise', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Happy', 'Happy', 'Neutral', 'Happy', 'Neutral', 'Neutral', 'Neutral', 'Surprise', 'Neutral', 'Happy']}",768,1024,"['Happy', 'Neutral', 'Surprise', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Happy', 'Happy', 'Neutral', 'Happy', 'Neutral', 'Neutral', 'Neutral', 'Surprise', 'Neutral', 'Happy']"
12_Group_Group_12_Group_Group_12_633.jpg,"{'bbox': [[16.633541483274648, 26.76056338028169, 6.544344190140844, 10.2112676056338], [56.26318130134976, 22.769953051643192, 6.7261315287558645, 11.502347417840369], [72.26046709947182, 15.61032863849765, 5.544513827758209, 9.976525821596242], [36.72104240023474, 18.779342723004692, 6.1807695129108, 13.380281690140844]], 'categories': ['Happy', 'Neutral', 'Neutral', 'Angry']}",793,1024,"['Happy', 'Neutral', 'Neutral', 'Angry']"
12_Group_Group_12_Group_Group_12_680.jpg,"{'bbox': [[7.030567685589519, 21.19310516792726, 2.532751091703057, 6.677961983798678], [20.917030567685586, 23.419092495860156, 2.7074235807860276, 6.808902414853556], [9.912663755458514, 22.6334499095309, 2.2707423580786017, 5.237617242195039], [28.253275109170296, 30.35893534176858, 2.62008733624449, 4.1900937937560006], [25.458515283842793, 24.597556375354042, 2.2707423580786035, 6.547021552743804], [33.4061135371179, 24.204735082189384, 2.8820960698689424, 7.463604570127924], [91.04803493449778, 29.966114048603952, 3.7554585152838342, 6.808902414853563]], 'categories': ['Neutral', 'Surprise', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral']}",683,1024,"['Neutral', 'Surprise', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral']"
12_Group_Group_12_Group_Group_12_755.jpg,"{'bbox': [[45.28384279475983, 11.735112999759115, 8.384279475982517, 11.637585467841857], [67.99126637554585, 11.229131022896425, 8.122270742358083, 10.24613503146946], [56.72489082969432, 10.723149046033734, 5.589519650655021, 10.62562151411648], [7.117903930131004, 6.169311254269532, 8.296943231441048, 12.902540409998581], [29.737991266375545, 17.553905733680043, 4.62882096069869, 8.222207124018702]], 'categories': ['Fear', 'Neutral', 'Neutral', 'Fear', 'Neutral']}",707,1024,"['Fear', 'Neutral', 'Neutral', 'Fear', 'Neutral']"
12_Group_Group_12_Group_Group_12_78.jpg,"{'bbox': [[77.9976717112922, 25.390954976612047, 5.471478463329461, 12.2651223192109], [73.34109429569267, 24.745422222969367, 4.772991850989527, 12.480299903758464], [68.91734575087311, 27.32755323754008, 4.42374854481956, 12.480299903758464], [63.09662398137369, 25.390954976612047, 3.9580908032596014, 10.974056811925546], [57.85797438882422, 30.985572174848595, 5.355064027939463, 11.404411981020669], [49.825378346915016, 32.922170435776636, 3.9580908032596085, 8.822280966449952], [53.783469150174625, 24.960599807516925, 3.9580908032596014, 8.822280966449949], [20.13969732246799, 33.998058358514434, 3.376018626309662, 10.974056811925543], [32.13038416763679, 35.07394628125223, 2.7939464493597157, 10.113346473735305], [37.13620488940629, 37.01054454218027, 3.2596041909196742, 10.328524058282866], [44.70314318975553, 40.45338589494122, 3.143189755529683, 7.100860290069477], [44.121071012805594, 30.770394590301038, 3.9580908032595943, 6.8856827055219085], [39.69732246798603, 28.833796329373, 3.492433061699657, 8.822280966449945], [26.891734575087312, 34.42841352760955, 3.026775320139695, 8.822280966449952], [9.662398137369035, 29.9096842521108, 3.2596041909196707, 10.328524058282866], [23.166472642607683, 29.694506667563243, 3.1431897555296864, 8.176748212807265]], 'categories': ['Happy', 'Neutral', 'Neutral', 'Happy', 'Happy', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Happy', 'Happy', 'Neutral', 'Neutral', 'Happy', 'Neutral', 'Neutral']}",554,1024,"['Happy', 'Neutral', 'Neutral', 'Happy', 'Happy', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Happy', 'Happy', 'Neutral', 'Neutral', 'Happy', 'Neutral', 'Neutral']"
12_Group_Group_12_Group_Group_12_81.jpg,"{'bbox': [[81.25727590221187, 32.91146336495645, 3.14318975552969, 9.949977296382187], [71.1292200232829, 35.01626625457576, 3.608847497089627, 10.524014448096537], [61.0011641443539, 27.745128999527243, 3.3760186263096656, 6.50575438609604], [61.9324796274738, 36.35568627524259, 3.0267753201397127, 8.801902992953472], [77.0663562281723, 32.146080496003975, 3.84167636786961, 7.8451744067628795], [53.66705471478463, 38.4604891648619, 2.56111757857974, 5.9317172343816935], [42.374854481955765, 36.35568627524259, 3.3760186263096656, 8.227865841239115], [49.708963911525025, 33.102809082194575, 3.492433061699657, 8.036520124000987], [40.162980209545985, 30.61531475809903, 2.3282887077997714, 6.50575438609604], [32.246798603026775, 37.31241486143318, 2.910360884749707, 7.271137255048522], [33.17811408614668, 27.362437565051, 4.0745052386496, 9.567285861905955], [22.58440046565774, 32.3374262132421, 3.2596041909196707, 8.801902992953465], [25.611175785797442, 30.99800619257526, 3.49243306169965, 9.567285861905944], [12.922002328288706, 30.232623323622786, 4.889406286379515, 8.801902992953469]], 'categories': ['Happy', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral']}",623,1024,"['Happy', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral']"
12_Group_Group_12_Group_Group_12_93.jpg,"{'bbox': [[59.976708074534166, 19.099378881987576, 17.46894409937888, 33.850931677018636], [83.50155279503106, 21.583850931677016, 15.605590062111801, 34.006211180124225], [33.423913043478265, 5.745341614906832, 15.605590062111801, 25.776397515527954], [1.8633540372670807, 0.6211180124223602, 23.059006211180126, 34.78260869565218]], 'categories': ['Happy', 'Happy', 'Happy', 'Happy']}",768,1024,"['Happy', 'Happy', 'Happy', 'Happy']"
